property_type,society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,ats triumph,2.65,sector 104,8412.0,4,4,3+,14.0,Relatively New,2898.0,0,1,0,0,0,1,21.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,imperia the esfera,0.87,sector 37c,5513.0,2,3,3+,5.0,Relatively New,1300.0,1,0,0,0,0,1,109.0,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,signature global solera,0.28,sector 107,5674.0,2,2,2,6.0,Relatively New,543.0,0,0,0,0,0,1,45.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,lotus elise,0.95,sector 99,6551.0,2,3,3,7.0,Relatively New,1611.0,0,1,0,0,0,1,0.0,"28.4640° N, 76.9614° E",28.464,76.9614
house,Not Applicable,5.6,sector 55,20741.0,6,4,3,3.0,Old Property,2700.0,0,1,0,0,0,2,41.0,"28.4281° N, 77.1100° E",28.4281,77.11
flat,ats triumph,2.6,sector 104,8253.0,4,4,3+,12.0,Relatively New,2852.0,0,1,0,0,0,1,118.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,conscient heritage max,2.5,sector 102,11633.0,3,4,3+,25.0,New Property,1946.0,1,1,0,0,0,2,56.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,krrish provence estate,7.5,sector 2,7500.0,5,6,3+,23.0,Relatively New,9053.0,0,1,0,1,1,1,49.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,umang winter hills,1.2,sector 77,6586.0,3,3,3,14.0,Relatively New,1822.0,0,0,0,0,0,1,46.0,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,emaar mgf the enclave,2.1,sector 66,12352.0,3,4,2,12.0,Relatively New,1800.0,0,1,0,0,0,2,156.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,ambience creacions,6.16,sector 22,20533.0,4,5,3+,10.0,New Property,3333.0,0,1,0,1,0,2,49.0,"28.5072° N, 77.0640° E",28.5072,77.064
flat,dlf new town heights,1.4,sector 86,5942.0,4,4,3+,20.0,Relatively New,2133.0,0,1,0,1,0,1,65.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,shree vardhman victoria,1.65,sector 70,8461.0,3,4,3,1.0,Relatively New,1587.0,0,1,0,0,0,0,167.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,shree vardhman victoria,1.62,sector 70,8307.0,3,5,3,9.0,Relatively New,1528.0,0,1,0,0,0,1,43.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,m3m merlin,2.65,sector 67,12945.0,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,2,174.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,orchid petals,1.95,sector 49,9972.0,3,3,3,2.0,Old Property,1634.0,0,0,0,0,0,2,90.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,chd avenue,1.35,sector 71,5744.0,4,4,3,8.0,Moderately Old,2128.0,0,1,0,0,0,1,26.0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,vatika lifestyle homes,1.3,sector 83,4545.0,3,3,1,6.0,Relatively New,2589.0,0,0,0,0,0,1,79.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,sare green parc,0.85,sector 92,6741.0,3,2,2,14.0,Relatively New,1261.0,0,0,0,0,0,1,0.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,vatika sovereign park,3.25,sector 99,9672.0,4,4,3+,2.0,New Property,3042.0,0,1,0,0,0,1,123.0,"28.4640° N, 76.9614° E",28.464,76.9614
flat,alpha corp gurgaonone,2.28,sector 84,8769.0,4,4,3+,8.0,Relatively New,2999.0,0,1,0,0,0,1,61.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,smart world orchard,2.5,sector 61,16139.0,3,3,1,1.0,Under Construction,1549.0,0,0,0,0,0,1,61.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,shapoorji pallonji joyville gurugram,1.95,sector 102,17285.0,3,3,3,12.0,New Property,1465.0,0,0,1,0,0,1,72.0,"28.4750° N, 76.9715° E",28.475,76.9715
house,international city by sobha phase 1,5.75,sector 109,16428.0,4,4,2,3.0,Relatively New,4800.0,0,1,0,0,0,1,146.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,dlf the ultima,3.25,sector 81,11805.0,4,4,3+,11.0,Moderately Old,2492.0,0,1,0,0,0,1,28.0,"28.3867° N, 76.9485° E",28.3867,76.9485
house,unitech uniworld resorts,8.5,sector 33,17820.0,5,5,3+,3.0,New Property,4770.0,1,1,1,1,0,2,145.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sidhartha ncr one phase,0.43,sector 95,3152.0,2,2,2,6.0,Relatively New,1300.0,0,0,0,0,0,1,120.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,vasant appartments,1.7,sector 14,7391.0,5,5,2,2.0,Old Property,2556.0,1,0,1,1,0,0,71.0,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,sare homes,0.95,sector 92,4250.0,4,3,2,16.0,New Property,1983.0,0,0,0,0,0,1,95.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,m3m heights,3.29,sector 65,17997.0,3,3,3,33.0,New Property,1828.0,0,0,0,0,0,1,49.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,umang winter hills,0.71,sector 77,5305.0,2,2,2,6.0,Relatively New,1057.0,1,0,0,0,0,1,108.0,"28.3801° N, 76.9845° E",28.3801,76.9845
house,vatika signature villas,4.7,sector 82,21759.0,3,3,3+,3.0,New Property,2160.0,0,1,0,0,0,1,33.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sare homes,0.5,sector 92,4237.0,3,3,2,1.0,Relatively New,1068.0,0,0,0,0,0,1,26.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,godrej air,1.05,sector 85,10603.0,2,2,1,15.0,Under Construction,97.0,0,0,0,0,0,1,45.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,m3m capital,1.83,sector 113,13969.0,2,2,0,7.0,New Property,1310.0,0,0,0,0,0,1,68.0,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,emaar mgf emerald floors premier,2.35,sector 65,14242.0,3,3,3,2.0,Relatively New,1650.0,1,1,0,0,0,1,158.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,bestech park view ananda,0.88,sector 81,8042.0,2,2,3,8.0,Relatively New,1223.0,1,0,0,0,0,2,95.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sare homes,0.68,sector 92,5238.0,3,3,2,11.0,Relatively New,1442.0,0,0,0,1,0,1,100.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ansal heights 86,0.82,sector 86,6029.0,2,2,1,12.0,New Property,1300.0,0,0,0,0,0,1,49.0,"28.3986° N, 76.9384° E",28.3986,76.9384
house,Not Applicable,5.5,sector 48,23504.0,4,4,2,2.0,Relatively New,2340.0,0,1,0,0,0,2,22.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,orchid petals,4.21,sector 49,11835.0,5,6,3+,14.0,Relatively New,3220.0,0,1,0,1,0,1,35.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,umang monsoon breeze,1.15,sector 78,5284.0,3,3,3,9.0,Moderately Old,1970.0,0,1,0,0,1,1,22.0,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,godrej aria,0.95,sector 79,6551.0,2,2,3,5.0,Relatively New,1611.0,0,0,0,0,0,2,174.0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,Not Applicable,12.5,sector 50,40611.0,6,5,3,4.0,Moderately Old,3078.0,1,1,0,1,0,2,23.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,rk tower,0.95,sector 23,9595.0,2,2,1,1.0,Relatively New,1100.0,0,0,0,0,0,1,99.0,"28.5121° N, 77.0478° E",28.5121,77.0478
house,sushant lok 1 builder floors,13.0,sector 43,48148.0,3,3,3+,4.0,New Property,2700.0,0,0,0,1,0,2,7.0,"28.4629° N, 77.0772° E",28.4629,77.0772
house,signature global city,1.27,sector 37d,8089.0,3,3,3,4.0,Under Construction,1570.0,0,0,0,1,0,1,89.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,signature andour heights,0.39,sector 71,9846.0,1,1,2,1.0,New Property,294.0,0,0,0,0,0,1,0.0,"28.4104° N, 77.0281° E",28.4104,77.0281
house,Not Applicable,1.45,sector 56,26852.0,1,4,3+,4.0,Relatively New,60.0,0,0,1,0,0,1,70.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,woodstock floors,1.05,sector 50,10627.0,2,2,2,2.0,Moderately Old,1098.0,0,0,0,0,0,1,53.0,"28.4178° N, 77.0628° E",28.4178,77.0628
house,Not Applicable,8.0,sector 38,25616.0,10,10,3+,1.0,Relatively New,3123.0,0,0,0,0,0,1,0.0,"28.4347° N, 77.0430° E",28.4347,77.043
flat,dlf regency park,1.6,sector 28,14545.0,2,2,2,3.0,Relatively New,1222.0,0,0,0,0,0,1,52.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,sare homes,0.95,sector 92,4871.0,4,3,3,13.0,New Property,1765.0,0,0,0,0,0,1,0.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ireo skyon,3.8,sector 60,13571.0,4,5,3,15.0,Moderately Old,2791.0,0,1,0,0,0,2,145.0,"28.4003° N, 77.0975° E",28.4003,77.0975
house,landmark house,2.75,sector 43,25463.0,3,3,1,2.0,Moderately Old,1080.0,0,0,0,1,0,1,21.0,"28.4629° N, 77.0772° E",28.4629,77.0772
house,Not Applicable,6.4,sector 14,20317.0,6,6,3+,3.0,Old Property,3150.0,0,0,0,0,1,1,35.0,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,paras dews,1.4,sector 106,9978.0,4,6,3+,10.0,Relatively New,1535.0,0,1,0,0,0,1,174.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,guru gram haryana cghs,1.39,sector 56,8424.0,3,2,3,6.0,Old Property,1750.0,0,1,0,1,0,2,89.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,ats kocoon,1.6,sector 109,9169.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,0,0,1,86.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,dlf the primus,1.59,sector 82a,10338.0,3,3,3+,5.0,Relatively New,1669.0,0,0,0,0,1,0,167.0,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,vatika gurgaon,1.4,sector 83,6628.0,3,3,2,7.0,Relatively New,1571.0,0,0,0,0,0,2,74.0,"28.3986° N, 76.9647° E",28.3986,76.9647
house,dlf city plots phase 2,4.25,sector 25,31481.0,3,2,3,2.0,Old Property,1350.0,1,0,0,0,0,1,35.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,conscient habitat,0.35,sector 99a,6422.0,2,2,1,3.0,Relatively New,606.0,0,0,0,0,0,1,62.0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,rose apartment,3.0,sector 28,10482.0,3,5,3+,8.0,Old Property,2591.0,0,0,0,0,0,1,0.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,emaar palm premier,2.1,sector 77,10500.0,3,4,3+,11.0,New Property,1600.0,0,1,0,0,0,2,129.0,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,conscient heritage max,2.65,sector 102,10375.0,4,5,3+,17.0,Moderately Old,2312.0,0,1,0,0,0,1,125.0,"28.4750° N, 76.9715° E",28.475,76.9715
house,vatika signature villas,5.0,sector 82,15432.0,4,4,3+,3.0,Relatively New,3240.0,0,1,1,1,0,1,24.0,"28.3935° N, 76.9600° E",28.3935,76.96
house,ireo victory valley,8.0,sector 67,22222.0,6,7,3+,51.0,Moderately Old,3600.0,1,1,0,1,0,2,49.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,raisina residency,5.0,sector 59,13058.0,4,4,3+,13.0,Relatively New,4254.0,1,1,1,1,0,2,174.0,"28.4051° N, 77.1097° E",28.4051,77.1097
house,dlf city plots,12.5,sector 26,38580.0,4,5,2,2.0,Moderately Old,3240.0,1,1,0,0,0,2,121.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,mrg world ultimus,0.5,sector 90,6983.0,2,2,2,1.0,Under Construction,796.0,0,0,0,0,0,1,21.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,ireo victory valley,2.95,sector 67,12110.0,3,3,3+,14.0,Moderately Old,2236.0,0,1,0,1,0,2,165.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,signature global grand iva,0.5,sector 103,6250.0,2,2,2,10.0,Relatively New,698.0,0,0,0,0,0,1,8.0,"28.4949° N, 76.9845° E",28.4949,76.9845
house,Not Applicable,5.8,sector 26,32222.0,4,3,2,2.0,Relatively New,1800.0,0,0,1,0,0,1,21.0,"28.4757° N, 77.1032° E",28.4757,77.1032
house,Not Applicable,11.75,sector 28,41315.0,4,5,3+,4.0,Relatively New,2844.0,1,1,1,0,0,2,54.0,"28.4728° N, 77.0865° E",28.4728,77.0865
house,Not Applicable,3.5,sector 5,14787.0,5,4,2,2.0,Old Property,2367.0,0,0,0,1,1,1,36.0,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,the close north,3.0,sector 50,11516.0,3,3,3+,14.0,Old Property,2358.0,0,1,0,0,0,2,121.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,ambience creacions,2.79,sector 22,15000.0,3,3,3,13.0,New Property,1860.0,0,0,0,0,0,0,158.0,"28.5072° N, 77.0640° E",28.5072,77.064
flat,bestech park view sanskruti,1.68,sector 92,11052.0,3,4,3+,15.0,Relatively New,1804.0,0,1,0,0,0,2,174.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,godrej frontier,1.1,sector 80,5705.0,3,3,3,8.0,Moderately Old,1580.0,0,1,0,0,0,1,111.0,"28.3659° N, 76.9557° E",28.3659,76.9557
flat,adani brahma samsara vilasa,3.25,sector 63,29545.0,3,3,3,4.0,New Property,2700.0,0,0,0,0,1,1,41.0,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,pareena mi casa,1.9,sector 68,9227.0,3,3,3+,1.0,Under Construction,2288.0,0,1,0,0,0,1,49.0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,unitech uniworld gardens,2.4,sector 47,11505.0,3,4,3+,10.0,Moderately Old,1917.0,0,1,0,0,0,1,103.0,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,ss the leaf,1.06,sector 85,6343.0,2,2,2,12.0,Relatively New,1513.0,0,0,0,0,0,1,44.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,smart world gems,1.2,sector 89,12526.0,3,3,3,3.0,Under Construction,1064.0,0,0,1,1,0,1,131.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,brisk lumbini terrace homes,1.5,sector 109,6616.0,3,3,1,4.0,New Property,2519.0,0,1,0,0,0,1,37.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,smart world orchard,1.47,sector 61,12782.0,2,2,2,4.0,Under Construction,1278.0,1,0,0,0,0,1,31.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,unitech uniworld gardens,1.05,sector 47,10531.0,2,2,2,3.0,Relatively New,1108.0,0,0,0,0,0,2,34.0,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,emaar mgf palm studios,1.45,sector 66,14795.0,2,2,3,3.0,Relatively New,1082.0,0,0,0,0,0,1,92.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,alpha corp gurgaonone,1.5,sector 84,7641.0,3,3,3,20.0,Relatively New,1833.0,0,1,0,0,0,2,37.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,ats tourmaline,2.3,sector 109,8897.0,3,4,3+,10.0,New Property,2340.0,0,1,0,0,1,1,74.0,"28.5073° N, 77.0089° E",28.5073,77.0089
house,Not Applicable,8.5,sector 17b,18814.0,4,4,2,2.0,Old Property,4518.0,1,1,0,1,0,2,21.0,"28.4806° N, 77.0663° E",28.4806,77.0663
flat,dlf regal gardens,1.23,sector 90,7052.0,3,3,2,19.0,Relatively New,1579.0,0,0,0,0,1,1,6.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,prem kunj,0.5,sector 48,7407.0,2,4,3,3.0,Relatively New,725.0,0,0,0,1,0,1,22.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,pareena mi casa,1.1,sector 68,8835.0,2,2,3,11.0,New Property,1127.0,0,0,0,0,0,1,95.0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,sobha city,3.35,sector 108,13266.0,3,4,2,19.0,New Property,2525.0,0,0,0,0,0,1,102.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,bestech park view grand spa,2.22,sector 81,8345.0,3,4,3+,15.0,Relatively New,2408.0,0,1,0,0,0,2,174.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,supertech hues,0.9,sector 68,7627.0,2,2,2,1.0,New Property,1311.0,0,0,0,0,0,1,44.0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,emaar digihomes,2.1,sector 62,13925.0,2,2,3,12.0,New Property,1500.0,0,0,0,0,1,2,49.0,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,sagar apartment,1.45,sector 56,7250.0,3,3,3+,7.0,Old Property,1900.0,1,1,0,1,1,1,166.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,spaze privy,3.1,sector 72,6692.0,4,5,3+,8.0,Moderately Old,3375.0,1,1,1,1,0,1,136.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,antriksh heights,0.84,sector 84,4869.0,3,3,3+,8.0,New Property,1562.0,0,0,0,1,0,1,60.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,ss the leaf,1.05,sector 85,6163.0,2,2,3+,7.0,Relatively New,1513.0,0,0,1,0,0,1,144.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,emaar palm gardens,1.35,sector 83,12325.0,3,3,3,7.0,Relatively New,1387.0,0,1,0,0,0,1,24.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,czar mahira homes 63a,0.42,sector 63a,7407.0,3,2,2,1.0,Under Construction,630.0,0,0,0,0,0,1,0.0,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,godrej,1.35,sector 79,8970.0,3,3,2,7.0,Relatively New,1363.0,0,0,0,0,0,1,118.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,godrej aria,1.95,sector 79,8519.0,3,4,3+,10.0,New Property,1659.0,0,1,0,0,0,1,32.0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,Not Applicable,10.0,sector 40,30864.0,6,6,3+,4.0,Moderately Old,3240.0,1,1,1,1,0,2,70.0,"28.4498° N, 77.0567° E",28.4498,77.0567
flat,emaar mgf palm hills,1.9,sector 77,9500.0,3,4,3+,6.0,New Property,1582.0,0,1,0,0,0,2,42.0,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,central park resorts,5.15,sector 48,20900.0,3,3,3+,8.0,Moderately Old,2364.0,0,1,0,0,0,0,53.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,ansal heights 86,1.25,sector 86,7396.0,3,2,1,11.0,New Property,1530.0,0,0,0,0,0,1,45.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,mapsko mount ville,1.2,sector 79,8053.0,3,3,3,24.0,Relatively New,1349.0,0,0,0,0,0,2,8.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sbtl caladium,1.35,sector 109,7180.0,3,2,3+,12.0,Relatively New,1478.0,0,0,0,0,0,1,128.0,"28.5073° N, 77.0089° E",28.5073,77.0089
house,Not Applicable,0.5,sector 6,8333.0,3,3,2,2.0,Moderately Old,600.0,0,0,0,1,0,1,0.0,"28.4745° N, 77.0262° E",28.4745,77.0262
flat,ramsons kshitij,0.28,sector 95,3650.0,2,2,2,5.0,New Property,694.0,0,0,0,0,1,1,0.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,m3m soulitude,1.25,sector 89,8784.0,3,3,3,3.0,New Property,1288.0,1,0,0,0,1,1,61.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,godrej aria,1.1,sector 79,7772.0,2,2,3+,4.0,New Property,1223.0,0,0,0,0,0,2,49.0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,Not Applicable,3.51,sector 76,12342.0,4,4,3,4.0,New Property,2844.0,0,1,0,0,0,1,73.0,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,raheja atharva,0.79,sector 109,7931.0,3,2,2,3.0,Relatively New,1213.0,0,0,0,0,0,2,44.0,"28.5073° N, 77.0089° E",28.5073,77.0089
house,Not Applicable,2.95,sector 23,15989.0,4,4,3+,2.0,Old Property,1845.0,0,0,0,0,0,1,27.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,cghs hewo apartments,1.25,sector 31,11574.0,2,2,2,2.0,Old Property,1200.0,0,0,0,0,0,1,28.0,"28.4528° N, 77.0498° E",28.4528,77.0498
flat,signature global city,1.0,sector 37d,8160.0,3,3,3,4.0,Under Construction,1250.0,0,0,0,0,0,1,49.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,ramsons kshitij,0.17,sector 95,544.0,1,1,1,12.0,Relatively New,3569.0,0,0,0,0,0,1,56.0,"28.4172° N, 76.9081° E",28.4172,76.9081
house,Not Applicable,3.85,sector 7,14650.0,4,4,3,3.0,Old Property,2628.0,0,0,0,0,0,1,27.0,"28.4644° N, 77.0143° E",28.4644,77.0143
house,unitech uniworld resorts,9.55,sector 33,19293.0,6,7,3+,2.0,Relatively New,4950.0,1,1,1,1,0,2,126.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,emaar mgf palm hills,1.08,sector 77,5400.0,3,4,3+,5.0,Relatively New,1811.0,1,1,0,0,1,2,167.0,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,alpha corp gurgaonone,1.15,sector 84,7496.0,2,2,3,8.0,Relatively New,1361.0,1,0,0,0,0,2,37.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,dlf regal gardens,1.78,sector 90,8036.0,4,4,3+,8.0,Relatively New,2000.0,0,0,0,0,0,1,126.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,pyramid urban,0.53,sector 67a,8967.0,2,2,1,6.0,Relatively New,657.0,0,0,0,0,1,2,49.0,"28.3960° N, 77.0372° E",28.396,77.0372
house,Not Applicable,0.9,sector 13,11464.0,2,4,3,3.0,Moderately Old,785.0,1,1,0,1,1,1,0.0,"28.4757° N, 77.0392° E",28.4757,77.0392
house,Not Applicable,2.1,sector 8,8386.0,4,3,No,2.0,Moderately Old,2504.0,0,0,0,0,0,1,0.0,"28.3738° N, 76.8970° E",28.3738,76.897
flat,dhoot time residency,3.0,sector 63,18271.0,3,3,3+,14.0,Relatively New,1642.0,0,1,0,0,0,2,0.0,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,afnhb jalvayu vihar,0.69,sector 30,7272.0,2,2,1,3.0,Old Property,896.0,0,0,0,0,0,1,65.0,"28.4604° N, 77.0579° E",28.4604,77.0579
flat,sahara grace,5.5,sector 28,14612.0,4,5,3+,5.0,Moderately Old,3408.0,0,1,0,0,1,2,8.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,dlf new town heights,1.95,sector 90,7150.0,4,4,3+,24.0,Relatively New,2457.0,0,1,1,0,0,1,174.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,baani city center,0.88,sector 63,10945.0,1,1,2,4.0,New Property,804.0,0,0,0,0,0,1,0.0,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,dlf regal gardens,1.79,sector 90,8081.0,4,3,3+,10.0,Moderately Old,2461.0,0,0,0,0,0,1,63.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,the lions cghs,2.1,sector 56,8750.0,3,4,3+,8.0,Old Property,2200.0,0,0,0,0,1,2,166.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,shree vardhman victoria,1.75,sector 70,8205.0,3,5,3,7.0,New Property,1528.0,0,1,0,1,0,1,37.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,pareena laxmi apartments,0.32,sector 99a,6106.0,2,2,2,2.0,New Property,473.0,0,0,0,0,0,1,50.0,"28.4561° N, 76.9542° E",28.4561,76.9542
house,suncity avenue 76,0.75,sector 76,10067.0,2,2,2,11.0,New Property,745.0,0,0,0,0,0,1,40.0,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,tulip violet,1.7,sector 69,8623.0,4,4,1,12.0,Relatively New,1784.0,0,0,0,0,0,1,88.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ireo the corridors,1.5,sector 67a,11111.0,2,2,2,10.0,Relatively New,1500.0,0,0,1,0,0,2,38.0,"28.3960° N, 77.0372° E",28.396,77.0372
flat,m3m woodshire,1.3,sector 107,10815.0,3,3,3,7.0,Relatively New,1547.0,0,0,0,1,0,1,89.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,raheja atharva,2.2,sector 109,9490.0,3,3,2,7.0,Moderately Old,2576.0,0,1,0,0,0,2,111.0,"28.5073° N, 77.0089° E",28.5073,77.0089
house,vatika india next,6.5,sector 82,20062.0,4,3,No,2.0,Relatively New,3240.0,0,0,0,0,0,1,0.0,"28.3935° N, 76.9600° E",28.3935,76.96
house,Not Applicable,18.0,sector 26,39841.0,5,4,3+,4.0,Moderately Old,4518.0,1,1,1,1,0,2,113.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,birla navya,3.7,sector 63a,15416.0,3,3,3+,1.0,Under Construction,2667.0,0,0,0,0,0,1,72.0,"28.3923° N, 77.0888° E",28.3923,77.0888
house,ansals palam vihar,5.7,sector 23,14729.0,5,5,2,2.0,Old Property,4550.0,0,0,0,1,0,0,94.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,sare homes,1.19,sector 92,5219.0,4,3,3,14.0,Relatively New,2533.0,0,1,0,0,0,1,100.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,smart world orchard,1.55,sector 61,13478.0,2,2,1,3.0,Under Construction,1041.0,1,0,0,0,0,1,43.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,signature global the millennia,0.55,sector 37d,9166.0,2,2,3,3.0,New Property,543.0,0,0,0,0,0,1,53.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,orris aster court premier,1.5,sector 85,5859.0,4,5,3+,6.0,New Property,2017.0,0,1,0,0,0,2,28.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,signature global synera,0.49,sector 81,6666.0,2,2,3,5.0,Relatively New,700.0,0,0,0,0,0,1,117.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,emaar mgf the palm drive,3.5,sector 66,15901.0,3,3,2,4.0,Relatively New,2200.0,1,0,0,0,0,1,89.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,tulip violet,1.43,sector 69,8886.0,3,3,2,1.0,Relatively New,1305.0,0,0,0,1,0,1,86.0,"28.3966° N, 77.0341° E",28.3966,77.0341
house,international city by sobha phase 2,5.65,sector 109,10463.0,4,4,3+,2.0,New Property,5400.0,0,1,0,0,1,2,44.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,chintels paradiso,2.0,sector 109,7604.0,4,4,2,11.0,Relatively New,2381.0,0,1,0,1,0,1,64.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,vatika gurgaon,1.25,sector 83,6313.0,3,3,2,12.0,Moderately Old,1700.0,0,1,0,0,0,1,95.0,"28.3986° N, 76.9647° E",28.3986,76.9647
