property_type,society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,breez global hill view,2.6,sohna,5215.0,4986.0,Carpet area: 554.16 (51.48 sq.m.),2,2,2,6.0,,New Property,,,554.1255719999999,0,0,0,0,0,1,58.0,2493.0
flat,ats triumph,2.6,sector 104,8813.0,2950.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 2950 sq.ft. (274.06 sq.m.),4,4,3+,16.0,East,Relatively New,3150.0,,2950.0,0,1,0,0,0,2,73.0,737.5
flat,tulip purple,1.8,sector 69,9000.0,2000.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,5,3+,4.0,North-East,Relatively New,2400.0,2200.0,2000.0,0,1,0,0,0,1,80.0,500.0
flat,breez global hill view,0.32,sohna,5470.0,585.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 585 sq.ft. (54.35 sq.m.),2,2,1,17.0,,New Property,,1000.0,585.0,0,0,0,0,0,1,85.0,292.5
house,,4.5,sector 26,33333.0,1350.0,Plot area 150(125.42 sq.m.),3,3,2,2.0,West,Old Property,,1350.0,,0,0,0,1,0,2,108.0,450.0
house,,3.55,sector 46,24500.0,1449.0,Plot area 161(134.62 sq.m.),5,4,3+,3.0,North-West,Moderately Old,,1449.0,,0,1,0,0,0,2,0.0,289.8
flat,shapoorji pallonji joyville gurugram,1.4,sector 102,11666.0,1200.0,Super Built up area 1368(127.09 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,0.0,North,Relatively New,1368.0,,1200.0,0,0,0,0,0,1,0.0,600.0
house,international city by sobha phase 1,5.85,sector 109,26423.0,2214.0,Plot area 246(205.69 sq.m.),4,5,3+,2.0,East,Relatively New,,2214.0,,0,1,0,0,0,2,63.0,553.5
flat,sobha city,2.9,sector 108,14478.0,2003.0,Super Built up area 2003(186.08 sq.m.),3,4,2,11.0,North-East,Relatively New,2003.0,,,0,0,0,0,0,1,49.0,667.6666666666666
flat,raheja atharva,1.6,sector 109,5319.0,3008.0,Built Up area: 3008 (279.45 sq.m.),4,1,0,0.0,,New Property,,3008.0,,0,0,0,0,0,1,95.0,752.0
house,,0.35,sector 2,3500.0,1000.0,Plot area 1000(92.9 sq.m.),1,4,1,1.0,,Moderately Old,,1000.0,,0,0,0,0,0,1,98.0,1000.0
flat,pyramid urban homes 2,0.41,sector 86,6905.0,594.0,Carpet area: 601 (55.83 sq.m.),2,2,1,3.0,West,Relatively New,,,601.0,0,0,0,0,0,1,0.0,297.0
flat,tulip violet,1.36,sector 69,8618.0,1578.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),3,3,1,12.0,West,Relatively New,1578.0,,1039.0,0,0,0,1,0,1,0.0,526.0
flat,kiran residency,1.54,sector 56,8324.0,1850.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,4,3+,5.0,South,Old Property,2000.0,1900.0,1850.0,0,1,0,0,0,2,21.0,616.6666666666666
flat,shri ram apartments,0.36,sector 3a,3789.0,950.0,Carpet area: 950 (88.26 sq.m.),2,2,1,4.0,,Relatively New,,,950.0,0,0,0,0,0,1,49.0,475.0
flat,emaar gurgaon greens,1.39,sector 102,8424.0,1650.0,Super Built up area 1650(153.29 sq.m.),3,3,3,7.0,West,Relatively New,1650.0,,,0,1,0,0,0,2,142.0,550.0
house,,1.25,sector 6,11574.0,1080.0,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),2,5,1,2.0,South,New Property,,120.0,,0,0,0,1,0,1,174.0,540.0
flat,ats triumph,1.75,sector 104,7641.0,2290.0,Super Built up area 2290(212.75 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,3+,12.0,North-West,Relatively New,2290.0,,1800.0,1,1,0,1,1,2,49.0,763.3333333333334
flat,m3m golfestate,6.15,sector 65,15998.0,3844.0,Carpet area: 3844 (357.12 sq.m.),3,5,3+,1.0,West,Relatively New,,,3844.0,0,1,0,0,0,0,59.0,1281.3333333333333
flat,indiabulls centrum park,2.14,sector 103,7443.0,2875.0,Super Built up area 2875(267.1 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),4,6,3+,7.0,East,Relatively New,2875.0,,2550.0,0,1,0,0,0,1,0.0,718.75
flat,m3m woodshire,1.29,sector 107,8835.0,1460.0,Super Built up area 1943(180.51 sq.m.)Carpet area: 1460 sq.ft. (135.64 sq.m.),3,3,3+,1.0,East,Relatively New,1943.0,,1460.0,0,0,0,1,0,2,49.0,486.6666666666667
flat,shree vardhman victoria,1.1,sector 70,8461.0,1300.0,Super Built up area 1300(120.77 sq.m.)Carpet area: 788 sq.ft. (73.21 sq.m.),2,2,2,0.0,West,New Property,1300.0,,788.0,1,0,0,0,0,1,0.0,650.0
flat,indiabulls enigma,4.0,sector 110,9851.0,4061.0,Built Up area: 3350 (311.23 sq.m.),4,4,3,17.0,,New Property,,3350.0,,0,0,0,0,0,1,165.0,1015.25
house,,0.5,sector 9,6083.0,822.0,Built Up area: 822 (76.37 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),3,2,1,1.0,,Undefined,,822.0,750.0,0,0,0,0,0,1,29.0,274.0
house,,3.49,sector 57,20197.0,1728.0,Plot area 192(160.54 sq.m.),4,4,2,3.0,South-East,Moderately Old,,1728.0,,1,1,0,1,0,2,174.0,432.0
flat,indiabulls centrum park,1.01,sector 103,8080.0,1250.0,Super Built up area 1423(132.2 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3,5.0,West,Relatively New,1423.0,,1250.0,0,0,1,0,0,2,43.0,625.0
house,unitech aspen greens,7.0,sector 50,32407.0,2160.0,Plot area 240(200.67 sq.m.),4,4,2,2.0,East,Old Property,,2160.0,,0,1,0,0,0,1,57.0,540.0
flat,godrej oasis,1.19,sector 88a,10162.0,1171.0,Super Built up area 1628(151.25 sq.m.)Carpet area: 1171 sq.ft. (108.79 sq.m.),2,2,3,15.0,South-East,Relatively New,1628.0,,1171.0,1,0,0,1,0,2,49.0,585.5
house,ansals palam vihar,9.0,sector 23,19231.0,4680.0,Plot area 520(434.79 sq.m.),5,5,2,2.0,North,Old Property,,4680.0,,1,1,1,1,0,0,61.0,936.0
flat,shree vardhman victoria,1.6,sector 70,8205.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,3,3,10.0,South,Relatively New,1950.0,,1161.0,1,1,0,1,1,1,113.0,650.0
flat,rof aalayas,0.45,sector 102,8404.0,535.0,Super Built up area 597(55.46 sq.m.)Carpet area: 535.4 sq.ft. (49.74 sq.m.),2,2,1,14.0,North,Relatively New,597.0,,535.4,0,0,0,0,0,0,61.0,267.5
flat,shree vardhman flora,0.65,sector 90,4961.0,1310.0,Super Built up area 1300(120.77 sq.m.)Built Up area: 1225 sq.ft. (113.81 sq.m.)Carpet area: 1075 sq.ft. (99.87 sq.m.),2,2,3,11.0,North-West,Relatively New,1300.0,1225.0,1075.0,1,0,0,0,0,2,174.0,655.0
house,,6.5,sector 25,36111.0,1800.0,Plot area 200(167.23 sq.m.),4,4,3+,2.0,North-East,Moderately Old,,1800.0,,1,1,1,1,0,1,0.0,450.0
flat,signature global park,0.68,sohna,8252.0,824.0,Carpet area: 824 (76.55 sq.m.),2,2,2,3.0,,New Property,,,824.0,0,0,0,0,0,1,37.0,412.0
flat,whiteland blissville,1.92,sector 76,11794.0,1628.0,Built Up area: 1628 (151.25 sq.m.),3,3,2,3.0,,Undefined,,1628.0,,0,0,0,0,0,1,72.0,542.6666666666666
flat,experion the heartsong,1.25,sector 108,9259.0,1350.0,Super Built up area 1758(163.32 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,1.0,South-East,Relatively New,1758.0,1500.0,1350.0,0,1,0,1,0,1,119.0,450.0
house,,0.55,sector 3a,7333.0,750.0,Built Up area: 750 (69.68 sq.m.),1,1,No,1.0,,Undefined,,750.0,,0,0,0,0,0,1,45.0,750.0
flat,hcbs sports ville,0.35,sector 2,4375.0,800.0,Built Up area: 800 (74.32 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,8.0,East,Relatively New,,800.0,600.0,0,0,0,0,0,1,44.0,400.0
flat,experion the heartsong,0.9,sector 108,7014.0,1283.0,Super Built up area 1283(119.19 sq.m.),2,3,3,7.0,East,Relatively New,1283.0,,,0,1,0,0,1,1,70.0,641.5
flat,emaar gurgaon greens,1.35,sector 102,8181.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,5.0,North-West,Relatively New,1650.0,,1022.58,0,1,0,0,0,1,26.0,550.0
flat,godrej air,1.8,sector 85,13136.0,1370.0,Carpet area: 127.3,3,3,3,30.0,,Under Construction,,,127.3,0,0,0,0,0,1,49.0,456.6666666666667
flat,signature global park,0.54,sohna,6388.0,845.0,Super Built up area 845.3(78.53 sq.m.)Carpet area: 528.3 sq.ft. (49.08 sq.m.),2,2,3,4.0,East,New Property,845.3,,528.3,0,0,0,0,0,1,49.0,422.5
flat,smartworld one dxp,2.0,sector 113,11074.0,1806.0,Built Up area: 1806 (167.78 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,12.0,North,Undefined,,1806.0,1350.0,0,0,0,0,0,1,44.0,602.0
flat,dlf belvedere towers,3.4,sector 25,13765.0,2470.0,Carpet area: 2470 (229.47 sq.m.),4,4,3,1.0,South-East,Old Property,,,2470.0,0,1,0,0,0,1,91.0,617.5
flat,m3m heights,2.33,sector 65,18477.0,1261.0,Super Built up area 1261(117.15 sq.m.),2,2,3,35.0,North-East,Under Construction,1261.0,,,0,0,0,0,0,2,30.0,630.5
house,unitech nirvana birch court,7.1,sector 50,31430.0,2259.0,Plot area 240(22.3 sq.m.),3,3,3,1.0,East,Moderately Old,,240.0,,0,1,0,0,0,1,156.0,753.0
house,,4.95,sector 23,20370.0,2430.0,Plot area 270(225.75 sq.m.),6,5,3+,3.0,West,Relatively New,,2430.0,,0,1,0,0,0,1,49.0,405.0
house,tata primanti,8.6,sector 72,12285.0,7000.0,Built Up area: 7000 (650.32 sq.m.),4,5,3+,3.0,,Relatively New,,7000.0,,0,0,0,0,0,2,46.0,1750.0
flat,ss the leaf,1.15,sector 85,10017.0,1148.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2,2,3+,18.0,East,Relatively New,1640.0,,1148.0,0,0,1,0,0,1,7.0,574.0
flat,mrg world ultimus,0.5,sector 90,6983.0,716.0,Carpet area: 716 (66.52 sq.m.),2,2,2,1.0,North-East,Under Construction,,,716.0,0,0,0,0,0,1,0.0,358.0
house,vipul tatvam villa,7.65,sector 48,19125.0,4000.0,Built Up area: 4000 (371.61 sq.m.),4,4,3,2.0,North-East,Moderately Old,,4000.0,,1,1,0,0,1,1,0.0,1000.0
flat,unitech south park,1.13,sector 70,7000.0,1614.0,Super Built up area 1610(149.57 sq.m.),3,3,2,1.0,,Under Construction,1610.0,,,0,0,0,0,0,1,0.0,538.0
flat,chd avenue,1.0,sector 71,6734.0,1485.0,Super Built up area 1485(137.96 sq.m.),3,3,3+,3.0,North,Relatively New,1485.0,,,0,0,0,0,0,2,135.0,495.0
house,,1.05,sector 11,9722.0,1080.0,Built Up area: 1080 (100.34 sq.m.),3,2,No,1.0,,Undefined,,1080.0,,0,0,0,0,0,1,22.0,360.0
house,,4.5,sector 28,13889.0,3240.0,Built Up area: 360 (33.45 sq.m.),4,4,No,4.0,,Undefined,,360.0,,0,0,0,0,0,1,174.0,810.0
house,dlf city plots,4.0,sector 26,4531.0,8829.0,Plot area 109(91.14 sq.m.),4,3,2,2.0,,Relatively New,,981.0,,0,0,0,0,0,2,53.0,2207.25
flat,bptp astaire gardens,1.8,sector 70a,9350.0,1925.0,Built Up area: 1925 (178.84 sq.m.),3,3,3,3.0,North-West,Relatively New,,1925.0,,1,0,0,0,0,1,40.0,641.6666666666666
house,,3.1,sector 7,13778.0,2250.0,Plot area 250(209.03 sq.m.),3,3,2,2.0,North-West,Old Property,,2250.0,,0,0,0,0,0,1,67.0,750.0
flat,vatika lifestyle homes,1.05,sector 83,5982.0,1755.0,Super Built up area 1755(163.04 sq.m.),3,3,2,14.0,South-West,Relatively New,1755.0,,,1,1,1,1,0,2,61.0,585.0
flat,breez global hill view,0.35,sohna,6315.0,554.0,Carpet area: 554.16 (51.48 sq.m.),2,2,2,14.0,West,New Property,,,554.1255719999999,0,0,0,0,0,1,0.0,277.0
flat,dlf the ultima,3.45,sector 81,12356.0,2792.0,Super Built up area 2792(259.39 sq.m.),4,4,3+,25.0,East,Moderately Old,2792.0,,,0,1,0,0,0,1,49.0,698.0
flat,dhoot time residency,2.2,sector 63,12813.0,1717.0,Super Built up area 1717(159.51 sq.m.),3,4,3+,8.0,North-West,Moderately Old,1717.0,,,1,0,0,0,0,2,160.0,572.3333333333334
house,,0.92,sector 3,15257.0,603.0,Built Up area: 603 (56.02 sq.m.),4,1,No,1.0,,Undefined,,603.0,,0,0,0,0,0,1,65.0,150.75
flat,m3m skywalk,1.78,sector 74,12500.0,1424.0,Carpet area: 1424 (132.29 sq.m.),2,2,3+,12.0,,Undefined,,,1424.0,0,0,0,0,0,1,53.0,712.0
flat,green court,0.47,sector 90,6811.0,690.0,Carpet area: 690 (64.1 sq.m.),2,2,1,0.0,East,New Property,,,690.0,0,0,0,0,0,1,0.0,345.0
house,international city by sobha phase 1,6.0,sector 109,24691.0,2430.0,Plot area 270(225.75 sq.m.),4,4,3+,2.0,North-East,Relatively New,,2430.0,,1,1,1,1,0,1,16.0,607.5
flat,apex our homes,0.38,sector 37c,4108.0,925.0,Built Up area: 925 (85.94 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,1,9.0,,Relatively New,,925.0,800.0,0,0,0,0,0,1,79.0,462.5
house,vipul world,3.35,sector 48,5583.0,6000.0,Built Up area: 6000 (557.42 sq.m.),6,5,3+,3.0,South,Undefined,,6000.0,,0,0,0,0,0,1,118.0,1000.0
house,,0.75,sector 36,6938.0,1081.0,Built Up area: 1081 (100.43 sq.m.),3,1,No,1.0,,Undefined,,1081.0,,0,0,0,0,0,1,151.0,360.3333333333333
flat,signature global park,0.83,sohna,7410.0,1120.0,Carpet area: 1120 (104.05 sq.m.),3,2,2,1.0,,New Property,,,1120.0,0,0,0,0,0,1,95.0,373.3333333333333
flat,dlf wellington estate,2.09,sector 43,14615.0,1430.0,Super Built up area 1430(132.85 sq.m.),3,3,2,11.0,West,Old Property,1430.0,,,0,0,0,0,0,2,156.0,476.6666666666667
flat,global hill view,0.35,sector-11 sohna,4861.0,720.0,Super Built up area 704(65.4 sq.m.)Built Up area: 658 sq.ft. (61.13 sq.m.)Carpet area: 554.17 sq.ft. (51.48 sq.m.),2,2,2,10.0,East,New Property,704.0,658.0,554.17,0,0,0,0,0,1,89.0,360.0
flat,eldeco accolade,0.96,sohna,6571.0,1461.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,14.0,East,Relatively New,1457.0,,849.0,1,0,0,0,0,1,174.0,730.5
flat,vatika lifestyle homes,1.04,sector 83,5699.0,1825.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,2,2,2.0,South-West,Moderately Old,1755.0,1500.0,1100.0,0,0,0,0,0,1,35.0,608.3333333333334
flat,godrej,2.0,sector 79,8453.0,2366.0,Carpet area: 2366 (219.81 sq.m.),3,4,3+,2.0,North-East,Relatively New,,,2366.0,0,1,0,0,0,2,31.0,788.6666666666666
flat,dlf regency park,2.25,sector 28,14516.0,1550.0,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,2,16.0,West,Old Property,1777.0,1700.0,1550.0,0,1,0,0,0,1,118.0,516.6666666666666
flat,vatika city homes,1.0,sector 83,5747.0,1740.0,Super Built up area 1740(161.65 sq.m.),3,3,2,2.0,South-East,Relatively New,1740.0,,,0,0,1,0,0,2,0.0,580.0
flat,the penthouses at the hibiscus,8.0,sector 50,8888.0,9001.0,Carpet area: 9000 (836.13 sq.m.),4,3,3,7.0,South-East,Moderately Old,,,9000.0,0,1,0,0,0,1,88.0,2250.25
flat,m3m skywalk,1.47,sector 74,10954.0,1342.0,Super Built up area 1415(131.46 sq.m.),2,2,3,26.0,,New Property,1415.0,,,0,0,0,0,0,2,0.0,671.0
flat,dlf regal gardens,1.2,sector 90,6837.0,1755.0,Super Built up area 1755(163.04 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,15.0,South-West,Relatively New,1755.0,,1400.0,0,0,0,0,0,1,0.0,585.0
house,,0.9,sector 5,8929.0,1008.0,Built Up area: 112 (10.41 sq.m.),3,3,No,2.0,,Undefined,,112.0,,0,0,0,0,0,1,67.0,336.0
house,,9.5,sector 43,42222.0,2250.0,Plot area 302(252.51 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),5,5,3+,2.0,North-East,Relatively New,,300.0,250.0,0,1,0,1,0,2,133.0,450.0
flat,elevate,6.75,sector 50,19882.0,3395.0,Built Up area: 3395 (315.41 sq.m.),4,4,0,10.0,,Undefined,,3395.0,,0,0,0,0,0,1,8.0,848.75
house,bhim garh kheri,1.5,sector 3,7576.0,1980.0,Plot area 220(183.95 sq.m.),7,2,No,1.0,,Undefined,,1980.0,,0,0,0,0,0,1,102.0,282.85714285714283
flat,awho shanti vihar,0.8,sector 95,8888.0,900.0,Super Built up area 900(83.61 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,3,9.0,East,New Property,900.0,,550.0,1,0,0,0,0,1,24.0,450.0
flat,bptp pedestal,1.9,sector 70a,9500.0,2000.0,Carpet area: 1900 (176.52 sq.m.),4,3,3,2.0,East,New Property,,,1900.0,0,0,1,0,0,1,56.0,500.0
flat,emaar palm gardens,1.38,sector 83,8023.0,1720.0,Super Built up area 1720(159.79 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3,3,3,5.0,South-West,Relatively New,1720.0,1350.0,1150.0,0,1,0,0,0,2,119.0,573.3333333333334
flat,emaar mgf palm hills,1.64,sector 77,8410.0,1950.0,Super Built up area 1950(181.16 sq.m.),4,3,3,9.0,South,Relatively New,1950.0,,,0,1,0,0,0,1,57.0,487.5
flat,smart world orchard,1.7,sector 61,15000.0,1133.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,4.0,,Under Construction,,,1150.0,0,0,0,0,0,1,174.0,566.5
flat,park view apartments,1.6,sector 15,11034.0,1450.0,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2.0,North-West,Moderately Old,,,1450.0,0,0,0,1,0,1,112.0,483.3333333333333
house,,6.6,sector 25,36667.0,1800.0,Plot area 200(167.23 sq.m.),6,7,3+,2.0,East,Moderately Old,,1800.0,,1,1,0,0,0,2,27.0,300.0
house,unitech uniworld resorts,9.5,sector 33,23333.0,4071.0,Plot area 500(418.06 sq.m.),5,7,3+,2.0,East,Under Construction,,500.0,,1,1,1,1,0,1,7.0,814.2
flat,m3m merlin,3.0,sector 67,14655.0,2047.0,Super Built up area 2047(190.17 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,4.0,North-East,Relatively New,2047.0,1900.0,1800.0,0,0,1,0,0,2,0.0,682.3333333333334
flat,experion the heartsong,1.02,sector 108,7950.0,1283.0,Built Up area: 1283 (119.19 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,4.0,,Relatively New,,1283.0,734.43,1,0,0,0,0,1,105.0,641.5
house,eros rosewood city,1.6,sector 49,3500.0,4572.0,Plot area 60(50.17 sq.m.),4,4,3,4.0,East,New Property,,60.0,,0,0,0,0,0,2,14.0,1143.0
flat,dlf royalton tower,6.2,sector 43,20687.0,2997.0,Super Built up area 2997(278.43 sq.m.),4,4,3+,9.0,,Moderately Old,2997.0,,,0,1,0,0,0,1,36.0,749.25
flat,global hill view,0.36,sector 11,5150.0,699.0,Built Up area: 699 (64.94 sq.m.),2,2,0,15.0,,Undefined,,699.0,,0,0,0,0,0,1,31.0,349.5
flat,vatika gurgaon,0.75,sector 83,6024.0,1245.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 1020 sq.ft. (94.76 sq.m.),2,2,2,19.0,East,Relatively New,1245.0,1150.0,1020.0,0,0,0,0,1,2,60.0,622.5
flat,dlf regal gardens,1.25,sector 90,7167.0,1744.0,Super Built up area 1744(162.02 sq.m.),3,3,2,11.0,East,Relatively New,1744.0,,,0,0,0,0,1,1,46.0,581.3333333333334
flat,shree vardhman victoria,1.9,sector 70,9743.0,1812.0,Super Built up area 1950(181.16 sq.m.),3,3,3,10.0,North-East,New Property,1950.0,,,0,1,1,1,1,1,80.0,604.0
flat,the new crpf apartments,0.75,sector 9a,5813.0,1290.0,Carpet area: 1290 (119.84 sq.m.),3,3,3,6.0,East,Old Property,,,1290.0,0,0,0,1,0,1,44.0,430.0
flat,ild grand,0.66,sector 37c,5038.0,1310.0,Built Up area: 1310 (121.7 sq.m.),2,2,3+,14.0,,Undefined,,1310.0,,0,0,0,0,0,1,157.0,655.0
flat,dlf the grove,5.7,sector 54,41245.0,1382.0,Built Up area: 1382 (128.39 sq.m.),3,3,3,1.0,East,Undefined,,1382.0,,0,0,0,0,0,1,174.0,460.6666666666667
flat,pgr shree kripaluji apartment,1.4,sector 52,6086.0,2300.0,Carpet area: 2300 (213.68 sq.m.),3,3,3+,8.0,North-East,Relatively New,,,2300.0,0,0,0,0,0,2,53.0,766.6666666666666
flat,unitech the residences,1.1,sector 33,9909.0,1110.0,Super Built up area 1110(103.12 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,9.0,East,Moderately Old,1110.0,1100.0,1000.0,0,0,0,0,0,2,0.0,555.0
flat,ss the leaf,1.2,sector 85,7317.0,1640.0,Super Built up area 1640(152.36 sq.m.),2,2,3,12.0,South,Relatively New,1640.0,,,0,0,0,0,0,2,49.0,820.0
flat,ireo victory valley,2.87,sector 67,11903.0,2411.0,Super Built up area 2411(223.99 sq.m.)Carpet area: 1808 sq.ft. (167.97 sq.m.),3,3,3+,16.0,North-West,Relatively New,2411.0,,1808.0,0,1,0,0,0,2,42.0,803.6666666666666
flat,bestech park view city,1.78,sector 48,10022.0,1776.0,Super Built up area 1776(165 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,4,2,5.0,,Relatively New,1776.0,,1300.0,1,0,0,1,0,1,103.0,592.0
flat,sare petioles,1.3,sector 92,6373.0,2040.0,Built Up area: 2040 (189.52 sq.m.),4,4,0,7.0,,Undefined,,2040.0,,0,0,0,0,0,1,158.0,510.0
flat,pioneer park,2.1,sector 61,11666.0,1800.0,Super Built up area 1800(167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,15.0,South-East,Relatively New,1800.0,,1400.0,0,0,0,0,0,2,75.0,600.0
flat,aipl zen residences,1.25,sector 70a,9904.0,1262.0,Carpet area: 1262 (117.24 sq.m.),2,2,2,19.0,,New Property,,,1262.0,0,0,0,0,0,1,78.0,631.0
flat,ireo victory valley,3.49,sector 67,13000.0,2685.0,Carpet area: 2452 (227.8 sq.m.),3,3,3,19.0,South-East,Relatively New,,,2452.0,0,1,0,0,0,1,96.0,895.0
flat,godrej,1.34,sector 79,8524.0,1572.0,Super Built up area 1572(146.04 sq.m.),3,3,3,7.0,East,Relatively New,1572.0,,,0,0,0,0,0,1,141.0,524.0
flat,ss the leaf,1.1,sector 85,12471.0,882.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1173 sq.ft. (108.98 sq.m.)Carpet area: 882 sq.ft. (81.94 sq.m.),2,2,3,12.0,North,Relatively New,1640.0,1173.0,882.0,1,0,0,0,0,1,57.0,441.0
house,iffco nagar and 17b rwa,2.98,sector 17,20566.0,1449.0,Plot area 161(134.62 sq.m.),2,6,3+,3.0,East,Relatively New,,1449.0,,1,0,0,1,0,1,28.0,724.5
house,,4.75,sector 57,28788.0,1650.0,Plot area 1600(148.64 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,3,2.0,North-West,Moderately Old,,1700.0,1650.0,0,0,1,0,0,2,174.0,550.0
flat,unitech uniworld city,3.55,sector 30,14991.0,2368.0,Super Built up area 2368(219.99 sq.m.)Built Up area: 2367 sq.ft. (219.9 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,5,3+,16.0,North,Old Property,2368.0,2367.0,2000.0,0,1,0,0,0,2,0.0,789.3333333333334
flat,suncity avenue 76,0.75,sector 76,10204.0,735.0,Super Built up area 735(68.28 sq.m.),2,2,2,11.0,,Under Construction,735.0,,,0,0,0,0,0,1,42.0,367.5
flat,dlf regal gardens,1.26,sector 90,7403.0,1702.0,Super Built up area 1702(158.12 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,6.0,North-East,Relatively New,1702.0,,1500.0,0,0,0,0,1,2,21.0,567.3333333333334
flat,ats triumph,2.65,sector 104,8412.0,3150.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,10.0,North-East,Relatively New,3150.0,,,0,1,0,0,0,1,174.0,787.5
flat,parkwood westend,0.7,sector 92,5204.0,1345.0,Super Built up area 1345(124.95 sq.m.),2,2,3,5.0,,Under Construction,1345.0,,,1,0,0,0,0,1,89.0,672.5
flat,gls arawali homes,0.27,sohna,4600.0,587.0,Super Built up area 576(53.51 sq.m.),2,2,2,5.0,,New Property,576.0,,,0,0,0,0,0,1,101.0,293.5
flat,alpha corp gurgaonone,2.2,sector 84,7586.0,2900.0,Carpet area: 2900 (269.42 sq.m.),4,4,3,10.0,South,Relatively New,,,2900.0,0,1,0,0,0,1,153.0,725.0
flat,emaar palm gardens,1.73,sector 83,9105.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,5.0,West,Relatively New,1900.0,1600.0,1240.04,0,1,0,0,0,2,174.0,633.3333333333334
flat,ramsons kshitij,0.45,sector 95,4591.0,980.0,Super Built up area 980(91.04 sq.m.),2,2,1,2.0,,Relatively New,980.0,,,1,0,0,0,0,1,45.0,490.0
flat,puri diplomatic greens,2.25,sector 111,13235.0,1700.0,Super Built up area 1700(157.94 sq.m.),3,3,2,12.0,North-East,Relatively New,1700.0,,,0,0,0,0,0,1,119.0,566.6666666666666
house,dlf city plots phase 4,9.54,sector 28,29444.0,3240.0,Plot area 360(301.01 sq.m.),6,5,3+,3.0,North,New Property,,3240.0,,1,1,1,1,0,1,94.0,540.0
