property_type,society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,shree vardhman flora,0.7,sector 90,5325.0,1315.0,Super Built up area 1352(125.6 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.),2,2,3,9.0,East,New Property,1352.0,1350.0,,1,0,0,0,0,1,60.0,657.5
house,,13.2,sector 50,27155.0,4861.0,Built Up area: 4861 (451.6 sq.m.),6,6,No,2.0,,Undefined,,4861.0,,0,0,0,0,0,1,0.0,810.1666666666666
flat,sobha city,2.95,sector 108,14727.0,2003.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,4,2,12.0,East,Relatively New,2003.0,1600.0,1400.0,0,0,0,0,0,1,49.0,667.6666666666666
flat,m3m golfestate,4.94,sector 65,16233.0,3043.0,Super Built up area 3043(282.7 sq.m.),3,4,3,15.0,North-East,Moderately Old,3043.0,,,0,1,0,0,0,1,165.0,1014.3333333333334
flat,indiabulls enigma,3.79,sector 110,9895.0,3830.0,Super Built up area 3830(355.82 sq.m.),5,5,3,4.0,South-West,Relatively New,3830.0,,,0,1,0,0,1,1,125.0,766.0
flat,central park flower valley aqua front towers,1.7,sector-33 sohna,9449.0,1799.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1590 sq.ft. (147.72 sq.m.),3,3,3+,5.0,East,New Property,1799.0,,1590.0,0,0,0,0,0,2,44.0,599.6666666666666
flat,godrej habitat,1.3,sector 3,9002.0,1444.0,Carpet area: 1444 (134.15 sq.m.),2,2,2,6.0,,Under Construction,,,1444.0,0,0,0,0,0,1,36.0,722.0
flat,ss the leaf,1.2,sector 85,9677.0,1240.0,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2,2,3+,9.0,East,Relatively New,1772.0,,1240.0,0,0,1,0,0,1,148.0,620.0
house,,3.25,sector 31,22429.0,1449.0,Plot area 161(134.62 sq.m.),4,4,3+,3.0,,Moderately Old,,1449.0,,1,1,1,1,0,2,29.0,362.25
flat,chd avenue,1.12,sector 71,6215.0,1802.0,Super Built up area 1802(167.41 sq.m.),3,4,3,0.0,South-East,Moderately Old,1802.0,,,0,1,0,0,0,1,65.0,600.6666666666666
house,,1.55,sohna,14720.0,1053.0,Plot area 117(97.83 sq.m.),2,3,2,1.0,North,New Property,,1053.0,,1,0,0,1,0,2,49.0,526.5
flat,m3m skycity,3.0,sector 65,16411.0,1828.0,Super Built up area 1828(169.83 sq.m.),3,3,3,17.0,East,Under Construction,1828.0,,,0,0,0,0,0,1,99.0,609.3333333333334
flat,bptp amstoria,1.9,sector 102,8444.0,2250.0,Super Built up area 2727(253.35 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,3,3+,1.0,North-East,Relatively New,2727.0,2500.0,2250.0,0,1,0,0,0,1,174.0,750.0
flat,takshila heights sector 37 c,0.67,new,5583.0,1200.0,Super Built up area 1200(111.48 sq.m.),2,2,2,3.0,,Relatively New,1200.0,,,0,0,0,0,0,1,23.0,600.0
flat,indiabulls enigma,4.25,sector 110,10953.0,3880.0,Super Built up area 3880(360.46 sq.m.),5,5,3+,4.0,East,Relatively New,3880.0,,,0,1,0,0,0,1,101.0,776.0
flat,emaar palm gardens,1.75,sector 83,9210.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),3,3,3,6.0,West,Relatively New,1900.0,1600.0,1240.0,0,1,0,0,0,2,150.0,633.3333333333334
flat,breez global hill view,0.3,sohna,5124.0,585.0,Carpet area: 585.41 (54.39 sq.m.),2,2,1,11.0,North,New Property,,,585.448521,0,0,0,0,0,1,91.0,292.5
flat,park royal apartment,1.85,sector 56,9024.0,2050.0,Carpet area: 2050 (190.45 sq.m.),3,4,3,7.0,,Old Property,,,2050.0,0,1,0,0,0,1,72.0,683.3333333333334
flat,unitech uniworld gardens,2.4,sector 47,11505.0,2086.0,Super Built up area 2086(193.8 sq.m.),3,3,3+,10.0,,Moderately Old,2086.0,,,0,1,0,0,0,2,120.0,695.3333333333334
flat,m3m merlin,3.5,sector 67,14843.0,2358.0,Super Built up area 2358(219.07 sq.m.),3,4,3+,15.0,South,Relatively New,2358.0,,,0,1,0,0,0,2,158.0,786.0
flat,mapsko casa bella,1.75,sector 82,6903.0,2535.0,Built Up area: 2535 (235.51 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),4,5,3+,1.0,West,Undefined,,2535.0,1960.0,0,0,0,0,0,1,54.0,633.75
flat,paras dews,1.28,sector 106,7272.0,1760.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,24.0,North-West,Relatively New,1760.0,1186.0,1130.0,0,1,0,0,0,1,49.0,586.6666666666666
flat,umang winter hills,1.35,sector 77,7780.0,1735.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1199 sq.ft. (111.39 sq.m.),3,3,3+,7.0,,New Property,1735.0,,1199.0,0,0,1,0,0,2,96.0,578.3333333333334
flat,godrej oasis,1.5,sector 88a,8108.0,1850.0,Super Built up area 1850(171.87 sq.m.),3,3,3+,11.0,North-East,New Property,1850.0,,,0,0,0,0,0,1,39.0,616.6666666666666
house,,9.0,sector 25,33333.0,2700.0,Plot area 300(250.84 sq.m.),5,5,3,3.0,North,Old Property,,2700.0,,1,1,1,1,0,1,56.0,540.0
flat,maa bhagwati residency,0.45,sector 7,5000.0,900.0,Carpet area: 900 (83.61 sq.m.),2,2,1,4.0,West,Relatively New,,,900.0,0,0,0,0,0,1,28.0,450.0
flat,orris carnation residency,0.9,sector 85,4531.0,1986.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1575 sq.ft. (146.32 sq.m.)Carpet area: 1435 sq.ft. (133.32 sq.m.),4,4,3,8.0,East,Moderately Old,1975.0,1575.0,1435.0,0,0,0,0,0,2,40.0,496.5
house,,1.15,sector 7,8518.0,1350.0,Plot area 150(125.42 sq.m.),5,3,2,2.0,North-East,Old Property,,1350.0,,0,0,0,1,0,1,15.0,270.0
flat,sare crescent parc royal greens phase 1,1.25,sector 92,5832.0,2143.0,Super Built up area 2143(199.09 sq.m.),4,4,3,20.0,East,Relatively New,2143.0,,,0,1,0,0,0,1,60.0,535.75
flat,m3m heights,2.1,sector 65,16653.0,1261.0,Super Built up area 1261(117.15 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,3,8.0,,New Property,1261.0,,800.0,0,0,0,0,0,1,31.0,630.5
house,dlf city phase 1,5.5,sector 26,30556.0,1800.0,Plot area 200(167.23 sq.m.),4,4,3,2.0,North-East,Moderately Old,,1800.0,,1,1,0,1,0,1,69.0,450.0
flat,ireo the corridors,2.08,sector 67a,12044.0,1727.0,Super Built up area 1727(160.44 sq.m.),3,3,2,6.0,,Under Construction,1727.0,,,0,0,0,0,1,1,55.0,575.6666666666666
flat,emaar mgf the palm drive,1.51,sector 66,15130.0,998.0,Super Built up area 1200(111.48 sq.m.)Built Up area: 1188 sq.ft. (110.37 sq.m.)Carpet area: 998 sq.ft. (92.72 sq.m.),2,2,2,5.0,North,Relatively New,1200.0,1188.0,998.0,0,0,0,1,0,2,82.0,499.0
flat,pareena laxmi apartments,0.3,sector 99a,5424.0,553.0,Super Built up area 553(51.38 sq.m.)Carpet area: 470 sq.ft. (43.66 sq.m.),2,1,2,5.0,North,New Property,553.0,,470.0,0,0,0,0,0,1,66.0,276.5
flat,tulip ivory,2.35,sector 70,9791.0,2400.0,Carpet area: 2400 (222.97 sq.m.),4,4,3+,8.0,West,Moderately Old,,,2400.0,0,1,0,0,0,1,108.0,600.0
house,spaze privy,3.09,sector 72,6981.0,4426.0,Built Up area: 3653 (339.37 sq.m.)Carpet area: 2922 sq.ft. (271.46 sq.m.),5,5,3+,14.0,East,Relatively New,,3653.0,2922.0,0,1,0,0,0,2,33.0,885.2
flat,umang monsoon breeze,0.8,sector 78,4836.0,1654.0,Super Built up area 1654(153.66 sq.m.)Built Up area: 1472 sq.ft. (136.75 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),3,2,2,7.0,South,Moderately Old,1654.0,1472.0,1310.0,0,0,0,1,0,1,102.0,551.3333333333334
flat,emaar palm heights,1.79,sector 77,8839.0,2025.0,Super Built up area 2025(188.13 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1548 sq.ft. (143.81 sq.m.),3,3,3,1.0,North-East,New Property,2025.0,1600.0,1548.0,0,1,0,0,0,2,49.0,675.0
flat,antriksh heights,0.94,sector 84,7000.0,1343.0,Super Built up area 1350(125.42 sq.m.),3,2,3+,10.0,,New Property,1350.0,,,1,0,0,0,0,2,89.0,447.6666666666667
flat,puri diplomatic greens,3.45,sector 111,11694.0,2950.0,Super Built up area 2950(274.06 sq.m.),4,5,3+,9.0,North-East,Relatively New,2950.0,,,0,1,0,0,0,1,68.0,737.5
flat,la vida by tata housing,2.85,sector 113,12855.0,2217.0,Super Built up area 2217(205.97 sq.m.),3,3,3+,10.0,East,New Property,2217.0,,,0,1,0,0,0,1,72.0,739.0
flat,ireo victory valley,3.49,sector 67,13000.0,2685.0,Carpet area: 2452 (227.8 sq.m.),3,3,3,19.0,South-East,Relatively New,,,2452.0,0,1,0,0,0,1,103.0,895.0
flat,ats triumph,2.0,sector 104,8733.0,2290.0,Super Built up area 2290(212.75 sq.m.),3,4,3+,4.0,,Relatively New,2290.0,,,0,1,0,0,0,1,60.0,763.3333333333334
flat,dlf new town heights,1.42,sector 90,4864.0,2919.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,8.0,East,Moderately Old,2364.0,,,0,1,1,0,0,1,31.0,729.75
flat,bestech park view grand spa,2.35,sector 81,8834.0,2660.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2356 sq.ft. (218.88 sq.m.),3,4,3+,6.0,North-East,Relatively New,2660.0,,2356.0,0,1,0,0,0,2,101.0,886.6666666666666
flat,sare green parc phase 3,1.1,sector 92,6875.0,1600.0,Carpet area: 1600 (148.64 sq.m.),4,3,2,12.0,North,New Property,,,1600.0,0,0,0,0,0,1,15.0,400.0
flat,trisara our homes 3,0.36,sohna,5980.0,602.0,Super Built up area 602(55.93 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),2,2,1,1.0,,New Property,602.0,,450.0,0,0,0,0,0,1,45.0,301.0
flat,experion windchants,3.29,sector 112,11741.0,2802.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3,3,3+,2.0,South,Relatively New,2802.0,2225.56,,0,1,0,0,0,2,152.0,934.0
house,international city by sobha phase 1,5.5,sector 109,21605.0,2546.0,Plot area 270(225.75 sq.m.),4,4,3+,2.0,North-East,New Property,,2430.0,,0,1,0,0,0,1,61.0,636.5
flat,m3m woodshire,0.8,sector 107,5856.0,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,7.0,North-East,Relatively New,1366.0,,,0,0,0,0,0,2,165.0,683.0
house,,2.0,manesar,14954.0,1337.0,Plot area 1337.4(124.25 sq.m.),3,1,No,3.0,North,Moderately Old,,1337.4,,0,0,0,0,0,1,16.0,445.6666666666667
flat,professors enclave cghs,1.54,sector 56,8324.0,1850.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,2,6.0,South,Old Property,2000.0,1920.0,1850.0,0,1,0,1,0,2,104.0,616.6666666666666
flat,hero homes,1.35,sector 104,9565.0,1411.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 861.97 sq.ft. (80.08 sq.m.),3,2,2,18.0,East,New Property,1359.0,,861.97,0,0,0,0,0,1,49.0,470.3333333333333
flat,ansals highland park,1.2,dwarka expressway,6185.0,1940.0,Built Up area: 1940 (180.23 sq.m.),3,3,3+,4.0,,Under Construction,,1940.0,,0,1,0,0,0,1,0.0,646.6666666666666
flat,m3m skywalk,1.55,sector 74,13790.0,1124.0,Super Built up area 1406(130.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1124 sq.ft. (104.42 sq.m.),2,2,3+,18.0,South,Relatively New,1406.0,1300.0,1124.0,0,0,0,0,1,1,137.0,562.0
flat,tulip violet,1.3,sector 69,8445.0,1539.0,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,West,Relatively New,1538.0,,,0,0,0,1,0,2,94.0,513.0
flat,smart world orchard,1.5,sector 61,12500.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2,2,2,2.0,North,Under Construction,,,1200.0,1,0,0,0,0,1,49.0,600.0
flat,shree vardhman flora,0.65,sector 90,6789.0,957.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,3,9.0,South-East,Relatively New,1350.0,1050.0,950.0,1,0,0,0,0,1,67.0,478.5
flat,tulip orange,1.0,sector 70,10309.0,970.0,Carpet area: 970 (90.12 sq.m.),3,2,2,3.0,,Moderately Old,,,970.0,0,0,0,0,0,1,58.0,323.3333333333333
flat,indiabulls centrum park,2.45,sector 103,8521.0,2875.0,Super Built up area 2875(267.1 sq.m.),4,6,3,5.0,,Relatively New,2875.0,,,0,1,0,0,0,1,38.0,718.75
flat,ambience creacions,1.99,sector 22,14420.0,1380.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1285 sq.ft. (119.38 sq.m.)Carpet area: 1280 sq.ft. (118.92 sq.m.),2,2,2,9.0,North-East,New Property,1380.0,1285.0,1280.0,1,1,0,1,0,1,20.0,690.0
flat,shri ram apartments,0.46,sector 3a,5111.0,900.0,Carpet area: 900 (83.61 sq.m.),2,2,1,1.0,East,Relatively New,,,900.0,0,0,0,0,0,2,69.0,450.0
house,,8.5,sector 43,31481.0,2700.0,Plot area 300(250.84 sq.m.),5,5,3,3.0,West,Moderately Old,,2700.0,,0,1,0,0,0,2,113.0,540.0
flat,unitech greenwood city,2.4,sector 45,12346.0,1944.0,Super Built up area 216(180.6 sq.m.),3,3,2,1.0,North-West,New Property,216.0,,,0,1,0,0,0,2,19.0,648.0
flat,orris carnation residency,0.9,sector 85,6428.0,1400.0,Super Built up area 1485(137.96 sq.m.)Built Up area: 1402 sq.ft. (130.25 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,12.0,,Relatively New,1485.0,1402.0,1400.0,0,0,0,0,0,1,120.0,466.6666666666667
flat,emaar gurgaon greens,1.45,sector 102,8787.0,1650.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,3,8.0,North-East,Relatively New,1650.0,1300.0,1100.0,0,1,0,0,0,1,49.0,550.0
flat,signature global grand iva,0.5,sector 103,6667.0,750.0,Built Up area: 750 (69.68 sq.m.)Carpet area: 605 sq.ft. (56.21 sq.m.),2,2,0,10.0,North,Undefined,,750.0,605.0,0,0,0,0,0,1,0.0,375.0
flat,bhagwati sadan,1.15,sector 12,5500.0,2091.0,Built Up area: 2000 (185.81 sq.m.),3,4,2,2.0,,Old Property,,2000.0,,0,1,0,0,1,1,0.0,697.0
house,,7.5,sector 82,23148.0,3240.0,Plot area 360(301.01 sq.m.),5,5,3+,2.0,East,Relatively New,,3240.0,,0,1,0,1,0,2,135.0,648.0
flat,signature global city,1.25,sector 37d,6082.0,2055.0,Carpet area: 2055 (190.92 sq.m.),3,3,3,4.0,,Under Construction,,,2055.0,0,0,0,0,0,1,16.0,685.0
house,shivaji nagar residential,3.08,sector 11,11407.0,2700.0,Built Up area: 2700 (250.84 sq.m.),6,4,2,1.0,,Undefined,,2700.0,,0,0,0,0,0,1,0.0,450.0
flat,emaar mgf emerald floors premier,3.5,sector 65,17721.0,1975.0,Super Built up area 1975(183.48 sq.m.),4,4,3,4.0,East,Relatively New,1975.0,,,0,1,0,0,0,2,114.0,493.75
flat,signature global solera,0.28,sector 107,5725.0,489.0,Carpet area: 489 (45.43 sq.m.),2,2,2,10.0,South,Relatively New,,,489.0,0,0,0,0,0,1,38.0,244.5
flat,maxworth city residences,0.9,sector 10a,7083.0,1271.0,Super Built up area 1200(111.48 sq.m.),2,2,3,9.0,East,New Property,1200.0,,,0,0,0,0,1,1,52.0,635.5
flat,m3m woodshire,0.8,sector 107,5856.0,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,14.0,,New Property,1366.0,,,0,0,0,0,0,1,67.0,683.0
flat,surbhi apartment,3.2,sector 3,12264.0,2609.0,Built Up area: 2650 (246.19 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,3,3,6.0,East,Old Property,,2650.0,2000.0,0,0,0,0,0,1,44.0,652.25
house,,3.6,sector 91,14815.0,2430.0,Plot area 270(225.75 sq.m.),4,4,3,2.0,North-East,New Property,,2430.0,,0,0,0,0,0,2,49.0,607.5
house,,10.0,sector 25,37037.0,2700.0,Plot area 2700(250.84 sq.m.)Built Up area: 9500 sq.ft. (882.58 sq.m.)Carpet area: 9000 sq.ft. (836.13 sq.m.),5,5,3+,3.0,East,Moderately Old,,9500.0,9000.0,0,1,0,1,0,0,29.0,540.0
flat,dlf trinity towers,3.8,sector 43,15510.0,2450.0,Built Up area: 2450 (227.61 sq.m.),3,3,3+,1.0,South-East,Moderately Old,,2450.0,,0,1,0,1,0,2,68.0,816.6666666666666
house,sobha city,10.5,sector 108,14323.0,7331.0,Built Up area: 7331 (681.07 sq.m.),5,4,3+,1.0,East,Undefined,,7331.0,,0,0,0,0,0,1,59.0,1466.2
house,,0.95,sector 104,7280.0,1305.0,Plot area 145(121.24 sq.m.),2,6,3+,3.0,,Old Property,,1305.0,,0,0,0,0,0,1,0.0,652.5
flat,apna enclave,0.5,sector 5,7692.0,650.0,Carpet area: 650 (60.39 sq.m.),2,2,1,1.0,West,Old Property,,,650.0,0,0,0,0,0,2,37.0,325.0
flat,the crew bos chs manesar,0.85,manesar,3695.0,2300.0,Carpet area: 2300 (213.68 sq.m.),3,3,2,2.0,East,Moderately Old,,,2300.0,0,0,0,0,0,1,44.0,766.6666666666666
flat,signature the roselia,0.41,sector 95a,7293.0,562.0,Built Up area: 670 (62.25 sq.m.)Carpet area: 569 sq.ft. (52.86 sq.m.),2,2,2,12.0,South,New Property,,670.0,569.0,0,0,0,0,0,2,93.0,281.0
flat,m3m heights,2.44,sector 65,13300.0,1835.0,Super Built up area 1828(169.83 sq.m.),3,3,2,7.0,,Under Construction,1828.0,,,0,0,0,0,0,1,31.0,611.6666666666666
flat,ild grand,1.2,sector 37c,6593.0,1820.0,Super Built up area 1820(169.08 sq.m.),3,3,3,7.0,,Under Construction,1820.0,,,0,0,0,0,0,1,24.0,606.6666666666666
flat,pivotal devaan,0.27,sector 84,7964.0,339.0,Super Built up area 439(40.78 sq.m.)Carpet area: 339 sq.ft. (31.49 sq.m.),1,1,1,13.0,North-East,Relatively New,439.0,,339.0,0,0,0,0,0,0,45.0,339.0
flat,bestech park view residency,0.95,sector 23,6709.0,1416.0,Carpet area: 1416 (131.55 sq.m.),2,2,3,10.0,North-East,Old Property,,,1416.0,0,0,0,0,0,2,88.0,708.0
flat,ireo victory valley,4.55,sector 67,14536.0,3130.0,Super Built up area 3130(290.79 sq.m.),4,4,3+,19.0,South,Relatively New,3130.0,,,0,1,0,0,0,2,156.0,782.5
house,,1.1,sector 61,8148.0,1350.0,Plot area 150(13.94 sq.m.),2,2,1,,,Old Property,,150.0,,0,0,0,0,1,1,0.0,675.0
flat,bestech park view residency,0.98,sector 23,6261.0,1565.0,Super Built up area 1565(145.39 sq.m.),2,2,3,14.0,South-West,Moderately Old,1565.0,,,1,0,0,0,0,1,92.0,782.5
flat,tata primanti,4.1,sector 72,14100.0,2908.0,Super Built up area 2905(269.88 sq.m.),4,5,3+,39.0,,New Property,2905.0,,,0,1,0,0,1,1,103.0,727.0
flat,shapoorji pallonji joyville gurugram,1.8,sector 102,10638.0,1692.0,Super Built up area 1692(157.19 sq.m.),3,3,3,5.0,North,Relatively New,1692.0,,,0,0,0,0,0,1,49.0,564.0
flat,hsiidc sidco aravali,0.81,sector 1 imt manesar,3129.0,2589.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1877 sq.ft. (174.38 sq.m.),3,3,3+,2.0,South-West,Moderately Old,2588.0,1900.0,1877.0,0,1,0,0,0,1,74.0,863.0
flat,antriksh green,2.25,sector 45,7826.0,2875.0,Carpet area: 2875 (267.1 sq.m.),4,4,2,9.0,North,Old Property,,,2875.0,0,1,0,0,0,0,23.0,718.75
flat,puri emerald bay,1.58,sector 104,9117.0,1733.0,Super Built up area 1700(157.94 sq.m.),2,3,3,11.0,North-East,Relatively New,1700.0,,,0,1,0,0,0,1,101.0,866.5
flat,hsiidc sidco shivalik apartments,0.6,sector 1 imt manesar,4000.0,1500.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1077 sq.ft. (100.06 sq.m.),3,2,2,5.0,South-East,Moderately Old,1500.0,,1077.0,0,0,0,0,0,1,80.0,500.0
flat,m3m golfestate,7.0,sector 65,18181.0,3850.0,Carpet area: 3850 (357.68 sq.m.),3,3,2,12.0,North,Moderately Old,,,3850.0,0,0,1,0,0,1,60.0,1283.3333333333333
flat,m3m golfestate,6.1,sector 65,18138.0,3363.0,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3,3,3,19.0,North-East,Moderately Old,3363.0,,2710.0,1,1,0,0,0,2,174.0,1121.0
flat,eden landmark,0.5,manesar,3847.0,1300.0,Built Up area: 1300 (120.77 sq.m.),2,2,0,7.0,,Under Construction,,1300.0,,0,0,0,0,0,1,0.0,650.0
flat,mvn athens,0.24,sohna,7056.0,340.0,Carpet area: 340.09 (31.6 sq.m.),1,1,1,12.0,West,Relatively New,,,340.13924000000003,0,0,0,0,0,1,66.0,340.0
flat,m3m merlin,3.4,sector 67,14418.0,2358.0,Super Built up area 2358(219.07 sq.m.),3,4,3+,16.0,West,Relatively New,2358.0,,,0,1,0,0,0,2,158.0,786.0
flat,emaar gurgaon greens,1.4,sector 102,8484.0,1650.0,Super Built up area 1650(153.29 sq.m.),3,3,3,4.0,North,Relatively New,1650.0,,,0,1,0,0,0,2,83.0,550.0
flat,lotus homz,0.7,sector 111,10057.0,696.0,Carpet area: 696 (64.66 sq.m.),2,2,2,8.0,East,Relatively New,,,696.0,0,0,0,0,0,1,68.0,348.0
house,ashok vihar phase 3 gurgaon,0.95,sector 3,8878.0,1070.0,Plot area 1070(99.41 sq.m.),4,3,2,1.0,East,Old Property,,1070.0,,0,0,0,0,0,1,8.0,267.5
house,,5.25,c block sector 43,27132.0,1935.0,Plot area 215(179.77 sq.m.),4,4,2,2.0,,Old Property,,1935.0,,1,1,0,0,0,2,80.0,483.75
flat,breez global heights,0.24,sector 36,5825.0,412.0,Carpet area: 412 (38.28 sq.m.),1,1,1,8.0,,New Property,,,412.0,0,0,0,0,0,1,57.0,412.0
flat,shree vardhman victoria,1.65,sector 70,8461.0,1950.0,Carpet area: 1950 (181.16 sq.m.),3,3,2,6.0,North-West,Relatively New,,,1950.0,1,0,0,0,0,1,72.0,650.0
flat,aqua front towers,2.5,sector 32,11715.0,2134.0,Built Up area: 2134 (198.26 sq.m.),3,4,3,1.0,,Undefined,,2134.0,,0,0,0,0,0,1,0.0,711.3333333333334
flat,experion windchants,5.2,sector 112,10726.0,4848.0,Super Built up area 4848(450.39 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,6,3+,15.0,East,Relatively New,4848.0,3655.35,3500.0,0,1,0,1,0,2,174.0,1212.0
flat,ardee city,1.55,sector 52,7381.0,2100.0,Built Up area: 2100 (195.1 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,4,3,1.0,,Moderately Old,,2100.0,1600.0,0,0,0,0,0,1,0.0,525.0
flat,corona gracieux,1.08,sector 76,5510.0,1960.0,Super Built up area 1960(182.09 sq.m.),3,3,3,1.0,,New Property,1960.0,,,0,1,0,0,0,1,58.0,653.3333333333334
flat,bestech park view sanskruti,2.0,sector 92,8333.0,2400.0,Super Built up area 2475(229.94 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,5,3+,12.0,North,Relatively New,2475.0,,2400.0,0,1,0,0,0,2,60.0,600.0
flat,tulip monsella,6.02,sector 53,20816.0,2892.0,Built Up area: 2892 (268.68 sq.m.),3,3,3,29.0,,Under Construction,,2892.0,,0,0,0,0,0,1,68.0,964.0
house,,2.55,sector 23,16378.0,1557.0,Plot area 173(144.65 sq.m.),3,3,2,2.0,South,Old Property,,1557.0,,0,0,0,0,0,1,8.0,519.0
house,,7.85,a block sector 43,29074.0,2700.0,Plot area 300(250.84 sq.m.),9,9,3+,3.0,West,Relatively New,,2700.0,,1,1,0,1,1,0,49.0,300.0
flat,imperia the esfera,0.99,sector 37c,5500.0,1800.0,Super Built up area 1815(168.62 sq.m.),3,3,1,10.0,North-East,New Property,1815.0,,,0,1,0,0,0,1,49.0,600.0
flat,aipl zen residences,1.82,sector 70a,10996.0,1655.0,Super Built up area 1655(153.75 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,12.0,South,Relatively New,1655.0,1600.0,1550.0,0,0,0,0,0,1,108.0,551.6666666666666
flat,mvn athens,0.25,sohna,5189.0,482.0,Carpet area: 481.73 (44.75 sq.m.),2,2,1,3.0,East,Relatively New,,,481.684525,0,0,0,0,0,1,51.0,241.0
flat,wings apartment,1.2,sector 9,6666.0,1800.0,Carpet area: 1800 (167.23 sq.m.),4,3,2,4.0,South-East,Moderately Old,,,1800.0,0,0,0,0,0,2,23.0,450.0
house,dlf city plots,13.5,sector 26,29880.0,4518.0,Plot area 502(419.74 sq.m.),5,5,2,2.0,East,Moderately Old,,4518.0,,1,1,0,0,1,2,104.0,903.6
flat,shyam apartment,0.26,sector 5,3714.0,700.0,Super Built up area 700(65.03 sq.m.)Carpet area: 530 sq.ft. (49.24 sq.m.),2,1,2,2.0,,Relatively New,700.0,,530.0,0,0,0,0,0,1,0.0,350.0
flat,whiteland  the aspen,3.5,sector 76,11917.0,2937.0,Built Up area: 2937 (272.86 sq.m.)Carpet area: 1762 sq.ft. (163.7 sq.m.),3,4,3,8.0,,Undefined,,2937.0,1762.0,0,0,0,0,0,1,0.0,979.0
flat,pareena coban residences,1.13,sector 99a,5658.0,1997.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,5,3,5.0,East,Relatively New,1997.0,1790.0,1500.0,0,1,0,0,1,1,49.0,665.6666666666666
flat,antriksh heights,0.9,sector 84,4931.0,1825.0,Super Built up area 1825(169.55 sq.m.),3,3,3,11.0,South,Relatively New,1825.0,,,0,0,0,0,0,1,87.0,608.3333333333334
flat,tulip violet,1.28,sector 69,8111.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,12.0,South-West,Relatively New,1578.0,,,0,0,0,1,0,2,49.0,526.0
